material,formula_latex,family,tc_kelvin,year,pressure_gpa,paper_id,is_theoretical
C6Yb,,Other,7.1,2006,1.8,arxiv:cond-mat/0604204,false
Nb,,elemental,7,2006,,arxiv:cond-mat/0604398,false
B-dopeddiamond,,Other,7,2006,,arxiv:cond-mat/0610134,false
Bi1.74Pb0.38Sr1.88CuO6+δ,,cuprate,7,2006,,arxiv:cond-mat/0602418,true
Li2Pd3B,,Other,6.87,2006,,arxiv:cond-mat/0605346,false
La1.48Nd0.4Sr0.12CuO4,,cuprate,6.8,2006,,arxiv:cond-mat/0608204,true
NbN,,conventional,6.8,2006,,arxiv:cond-mat/0601146,false
YBa2Cu3O6.6,,cuprate,6.8,2006,,arxiv:cond-mat/0610838,false
YB6,,conventional,6.589,2006,0,arxiv:cond-mat/0605391,false
GaN,,Other,6.5,2006,6,arxiv:cond-mat/0612389,false
YB6,,conventional,6.456,2006,0.277,arxiv:cond-mat/0605391,false
RbOs2O6,,conventional,6.4,2006,,arxiv:cond-mat/0601581,false
YB6,,conventional,6.369,2006,0.416,arxiv:cond-mat/0605391,false
CaAlSi,,conventional,6.2,2006,,arxiv:cond-mat/0602635,false
YB6,,conventional,6.186,2006,0.763,arxiv:cond-mat/0605391,false
YB6,,conventional,6.1,2006,0.992,arxiv:cond-mat/0605391,false
YBa2Cu3O6.33,,cuprate,6,2006,,arxiv:cond-mat/0606645,false
Ba1-xKxBiO3,,bismuthate,6,2006,,arxiv:cond-mat/0606355,false
Li0.68NbO2,,Other,5.5,2006,0,arxiv:cond-mat/0602476,false
La1.85Y0.15CuO4,,cuprate,5.5,2006,,arxiv:cond-mat/0610889,false
B-dopeddiamond,,Other,5.2,2006,,arxiv:cond-mat/0610134,false
Li0.68NbO2,,Other,5,2006,0,arxiv:cond-mat/0602476,false
GaN,,Other,5,2006,6,arxiv:cond-mat/0612389,false
Mg10Ir19B16,,mgb2,5,2006,,arxiv:cond-mat/0608576,true
B-dopeddiamond,,Other,5,2006,,arxiv:cond-mat/0610134,false
Bi1.74Pb0.38Sr1.88CuO6+δ,,cuprate,5,2006,,arxiv:cond-mat/0602418,true
CaC6,,conventional,5,2006,10,arxiv:cond-mat/0603443,false
Pb,,elemental,4.9,2006,6.4,arxiv:cond-mat/0605429,false
Li0.68NbO2,,Other,4.8,2006,0,arxiv:cond-mat/0602476,false
Na0.346(H3O)0.174CoO2,,Other,4.8,2006,,arxiv:cond-mat/0606212,false
Na0.28CoO2·1.3H2O,,Other,4.75,2006,,arxiv:cond-mat/0601089,false
Na0.348CoO2,,Other,4.7,2006,,arxiv:cond-mat/0606212,false
Na0.25CoO2·1.3H2O,,Other,4.7,2006,,arxiv:cond-mat/0601089,false
Na0.35CoO2·1.3H2O,,Other,4.6,2006,,arxiv:cond-mat/0601288,false
Na0.339CoO2,,Other,4.6,2006,,arxiv:cond-mat/0606212,false
Na0.35CoO2,,Other,4.6,2006,,arxiv:cond-mat/0606212,false
Na0.351(H3O)0.279CoO2,,Other,4.6,2006,,arxiv:cond-mat/0606212,false
NaxCoO2.yH2O,,Other,4.6,2006,,arxiv:cond-mat/0601659,false
Na0.26CoO2·1.3H2O,,Other,4.6,2006,,arxiv:cond-mat/0601089,false
Na0.35CoO2·yH2O,,Other,4.5,2006,,arxiv:cond-mat/0605487,false
NaxCoO2·yH2O,,Other,4.5,2006,,arxiv:cond-mat/0612071,false
NaxCoO2·yH2O,,Other,4.5,2006,,arxiv:cond-mat/0612071,true
Na0.350(H3O)0.24CoO2,,Other,4.4,2006,,arxiv:cond-mat/0606212,false
NaxCoO2.yH2O,,Other,4.4,2006,,arxiv:cond-mat/0601659,false
Na0.42CoO2·1.3H2O,,Other,4.25,2006,,arxiv:cond-mat/0605212,false
Cu0.08TiSe2,,chalcogenide,4.15,2006,,arxiv:cond-mat/0606529,true
B-dopeddiamond,,Other,4,2006,,arxiv:cond-mat/0610134,false
La1.85Y0.15CuO4,,cuprate,4,2006,,arxiv:cond-mat/0610889,false
Cu0.07TiSe2,,chalcogenide,3.9,2006,,arxiv:cond-mat/0611310,false
NaxCoO2.yH2O,,Other,3.7,2006,,arxiv:cond-mat/0601659,false
Ta2S2C,,chalcogenide,3.6,2006,,arxiv:cond-mat/0601078,false
Na0.322(H3O)0.278CoO2,,Other,3.6,2006,,arxiv:cond-mat/0606212,false
Na0.32CoO2·1.3H2O,,Other,3.6,2006,,arxiv:cond-mat/0601089,false
Na0.368(H3O)0.162CoO2,,Other,3.5,2006,,arxiv:cond-mat/0606212,false
Y,,Other,3.5,2006,30,arxiv:cond-mat/0601213,false
YBa2Cu3O6.6,,cuprate,3.5,2006,,arxiv:cond-mat/0610838,false
B-dopeddiamond,,Other,3.4,2006,,arxiv:cond-mat/0610134,false
KOs2O6,,conventional,3.3,2006,,arxiv:cond-mat/0602579,false
NaxCoO2.yH2O,,Other,3.1,2006,,arxiv:cond-mat/0601659,false
SrC6,,conventional,3,2006,0,arxiv:cond-mat/0606372,true
Na0.348CoO2,,Other,2.8,2006,,arxiv:cond-mat/0606212,false
Al,,elemental,2.7,2006,,arxiv:cond-mat/0609221,false
Na0.34CoO2·1.3H2O,,Other,2.65,2006,,arxiv:cond-mat/0601089,false
Na0.380(H3O)0.13CoO2,,Other,2.6,2006,,arxiv:cond-mat/0606212,false
YbPd2Sn,,heavy_fermion,2.4,2006,0,arxiv:cond-mat/0605429,false
Ta2S2C,,chalcogenide,2.1,2006,,arxiv:cond-mat/0601078,false
Al,,elemental,2.1,2006,,arxiv:cond-mat/0609221,false
NaxCoO2.yH2O,,Other,2,2006,,arxiv:cond-mat/0601659,false
Nb/Cu(0.41)Ni(0.59),,Other,2,2006,,arxiv:cond-mat/0602448,false
PrOs4Sb12,,heavy_fermion,1.85,2006,,arxiv:cond-mat/0610215,false
(Pr0.95La0.05)Os4Sb12,,heavy_fermion,1.84,2006,,arxiv:cond-mat/0610215,false
(Pr0.8La0.2)Os4Sb12,,heavy_fermion,1.8,2006,,arxiv:cond-mat/0610215,false
(Pr0.6La0.4)Os4Sb12,,heavy_fermion,1.67,2006,,arxiv:cond-mat/0610215,false
URu2Si2,,heavy_fermion,1.5,2006,0,arxiv:cond-mat/0606641,false
Nb,,elemental,1.42,2006,,arxiv:cond-mat/0608545,false
Pb1-xTlxTe,,chalcogenide,1.38,2006,,arxiv:cond-mat/0605717,false
Al,,elemental,1.358,2006,,arxiv:cond-mat/0603005,false
Sr3Ru2O7,,ruthenate,1.32,2006,,arxiv:cond-mat/0607151,false
Al,,elemental,1.255,2006,,arxiv:cond-mat/0603005,false
Al,,elemental,1.243,2006,,arxiv:cond-mat/0603005,false
Pb1-xTlxTe,,chalcogenide,1.16,2006,,arxiv:cond-mat/0605717,false
(Pr0.2La0.8)Os4Sb12,,heavy_fermion,1.07,2006,,arxiv:cond-mat/0610215,false
Sr3Ru2O7,,ruthenate,1.04,2006,,arxiv:cond-mat/0607151,false
Ta,,elemental,0.995,2006,,arxiv:cond-mat/0606012,false
Al/Ti,,Other,0.92,2006,,arxiv:cond-mat/0608479,false
Pb1-xTlxTe,,chalcogenide,0.8,2006,,arxiv:cond-mat/0605717,false
Bi2.20Sr1.80CuO6+δ,,cuprate,0.8,2006,,arxiv:cond-mat/0611349,false
Ta,,elemental,0.77,2006,,arxiv:cond-mat/0606012,false
Al,,elemental,0.76,2006,,arxiv:cond-mat/0601371,false
LaOs4Sb12,,Other,0.74,2006,,arxiv:cond-mat/0610215,false
Ta,,elemental,0.675,2006,,arxiv:cond-mat/0606012,false
Ta,,elemental,0.584,2006,,arxiv:cond-mat/0606012,false
Nb0.15Si0.85,,conventional,0.48,2006,,arxiv:cond-mat/0601024,false
Nb,,elemental,0.385,2006,,arxiv:cond-mat/0608545,false
Nb0.15Si0.85,,conventional,0.375,2006,,arxiv:cond-mat/0601024,false
Nb0.15Si0.85,,conventional,0.347,2006,,arxiv:cond-mat/0601024,false
CeIn3,,heavy_fermion,0.246,2006,,arxiv:cond-mat/0603039,true
Nb0.15Si0.85,,conventional,0.235,2006,,arxiv:cond-mat/0601024,false
BaC6,,conventional,0.2,2006,0,arxiv:cond-mat/0606372,true
YBa2Cu3O6.33,,cuprate,0.1,2006,,arxiv:cond-mat/0606645,false
Bi,,elemental,0.08,2006,0,arxiv:cond-mat/0608494,false
La2-xSrxCuO4,,cuprate,130,2007,,arxiv:0711.0480,false
Cu-Olayers,,Other,125,2007,,arxiv:0711.1009,true
Tl2Ba2Ca2Cu3O10,,cuprate,122,2007,,arxiv:0709.0193,false
Bi1.8Pb0.3Sr1.9Ca2Cu3Ox,,cuprate,112,2007,0,arxiv:0704.0694,false
Bi2Sr2Ca2Cu3O8+δ,,cuprate,111,2007,,arxiv:cond-mat/0703131,false
YBa2Cu4O8,,cuprate,108,2007,10,arxiv:0711.3509,false
Tl2Ba2CaCu2O8,,cuprate,103,2007,,arxiv:0710.3488,false
NdBa2Cu3O7-δ,,cuprate,95.5,2007,,arxiv:0711.4524,false
NdBa2Cu3O7-δ,,cuprate,93.5,2007,,arxiv:0711.4524,false
YBa2Cu3O7-δ+Ag,,cuprate,93.5,2007,0,arxiv:0704.0694,false
Y0.75Lu0.25Ba2Cu3O7-δ,,cuprate,93.5,2007,0,arxiv:0704.0694,false
YBa2Cu3O7-δ,,cuprate,93.2,2007,,arxiv:0710.2459,false
YBa2Cu3O6.95,,cuprate,93.2,2007,,arxiv:0706.2882,false
YBa2Cu3O7-δ,,cuprate,93.1,2007,,arxiv:cond-mat/0701711,false
YBa2Cu3O7-δ,,cuprate,93.01,2007,,arxiv:0710.5053,false
Bi2-xPbxSr2CaCu2O8+δ,,cuprate,93,2007,,arxiv:0707.1755,false
YBa2Cu3O7-δ,,cuprate,92.35,2007,,arxiv:0710.2217,true
YBa2Cu3O6.85,,cuprate,92,2007,,arxiv:0710.3838,false
YBa2Cu3O6+x,,cuprate,92,2007,,arxiv:0711.2494,true
HgBa2CuO4+δ,,cuprate,92,2007,,arxiv:0708.3732,true
YBa2Cu3O7-δ,,cuprate,91.7,2007,0,arxiv:cond-mat/0703218,false
YBa2Cu3O7-δ,,cuprate,91.35,2007,,arxiv:0711.2257,false
YBa2Cu3O7-δ,,cuprate,91.2,2007,0,arxiv:cond-mat/0703218,false
YBa2Cu3O7-δ,,cuprate,91.2,2007,,arxiv:0708.2374,false
YBa2Cu3O7-δ,,cuprate,90.99,2007,,arxiv:0711.2257,false
YBa2Cu3O7-δ,,cuprate,90.2,2007,,arxiv:0710.3943,false
Bi2.1Sr1.9CaCu2O8+δ,,cuprate,90,2007,,arxiv:0710.2962,false
YBa2Cu3O7-δ,,cuprate,90,2007,0,arxiv:cond-mat/0703761,false
YBa2Cu3O7-δ,,cuprate,90,2007,,arxiv:0710.1754,false
YBa2Cu3Oy,,cuprate,90,2007,,arxiv:0707.2497,false
YBa2Cu3O7-δ,,cuprate,89.9,2007,,arxiv:0710.3943,false
Bi2Sr2Ca(Cu1-xZnx)2O8+δ,,cuprate,89,2007,,arxiv:0705.4386,true
YBa2Cu3O7-δ,,cuprate,88,2007,,arxiv:0706.4208,false
LaBa2Cu3O7-y,,cuprate,87,2007,,arxiv:0705.0111,false
YBa2(Cu0.997Zn0.003)3O7-y,,cuprate,87,2007,,arxiv:0710.2217,false
YBa2(Cu0.99Ni0.01)3O7-δ,,cuprate,87,2007,,arxiv:0710.2217,false
"(Y,Ca)Ba2Cu3O6.98",,cuprate,86,2007,,arxiv:0706.2882,false
Bi2Sr2CaCu2Ox,,cuprate,86,2007,,arxiv:0708.4336,true
YBa2Cu3O7-δ,,cuprate,86,2007,,arxiv:0707.4457,false
Bi2-xPbxSr2CaCu2O8+δ,,cuprate,85,2007,,arxiv:0707.1755,false
NdBa2Cu3O7-δ,,cuprate,85,2007,,arxiv:0705.0111,false
Bi2.1Sr1.9CaCu2O8+δ,,cuprate,85,2007,,arxiv:0710.2962,false
Tl2Ba2CuO6+δ,,cuprate,85,2007,,arxiv:cond-mat/0702394,false
YBa2Cu3O6.80,,cuprate,84.5,2007,,arxiv:0706.2882,false
Bi2-xPbxSr2CaCu2O8+δ,,cuprate,83,2007,,arxiv:0707.1755,false
YBa2(Cu0.993Zn0.007)3O7-δ,,cuprate,83,2007,,arxiv:0710.2217,false
Y1-xPrxBa2Cu3O7-δ,,cuprate,82,2007,,arxiv:0709.4267,false
YBa2Cu3O7-δ,,cuprate,82,2007,,arxiv:0705.0111,false
YBa2Cu4O8,,cuprate,82,2007,,arxiv:0707.4461,false
YBa2Cu4O8,,cuprate,81.6,2007,0,arxiv:0711.3509,false
YBa2Cu4O8,,cuprate,81,2007,,arxiv:0707.4461,false
YBa2Cu4O8,,cuprate,80.82,2007,0,arxiv:0711.3509,false
Bi2.1Sr1.9CaCu2O8+δ,,cuprate,80,2007,,arxiv:0710.2962,false
YBa2Cu4O8,,cuprate,79.9,2007,,arxiv:0705.0577,false
YBa2(Cu0.97Ni0.03)3O7,,cuprate,78,2007,,arxiv:0710.2217,false
NdBa2Cu3O7-δ,,cuprate,76,2007,,arxiv:0711.4524,false
Ba2Ca2Cu3O6F2,,cuprate,76,2007,,arxiv:0705.1472,false
YBa2Cu3O6+x,,cuprate,75,2007,,arxiv:0711.2494,true
YBa2Cu3O6.75,,cuprate,74.6,2007,,arxiv:0706.2882,false
Y0.8Pr0.2Ba2Cu3O7-δ,,cuprate,74.07,2007,,arxiv:0711.2257,false
HgBr2-intercalatedBi-2212,,cuprate,74,2007,,arxiv:cond-mat/0701721,true
Y0.8Pr0.2Ba2Cu3O7-δ,,cuprate,73.27,2007,,arxiv:0711.2257,false
Bi2.1Sr1.9CaCu2O8+δ,,cuprate,73,2007,,arxiv:0710.2962,false
YBa2(Cu0.985Zn0.015)3O7-δ,,cuprate,73,2007,,arxiv:0710.2217,false
Bi2.1Sr1.9CaCu2O8+δ,,cuprate,72,2007,,arxiv:0710.2962,false
"(Bi,Pb)2Sr2CaCu2O8",,cuprate,71,2007,,arxiv:0710.3838,false
Y0.8Pr0.2Ba2Cu3O7-δ,,cuprate,70.02,2007,,arxiv:0710.5053,false
Y0.8Pr0.2Ba2Cu3O7-δ,,cuprate,69.8,2007,,arxiv:0710.5053,false
Y0.8Pr0.2Ba2Cu3O7-δ,,cuprate,69.22,2007,,arxiv:0710.5053,false
Y0.8Pr0.2Ba2Cu3O7-δ,,cuprate,69.02,2007,,arxiv:0710.5053,false
HgBr2-intercalatedBi-2212,,cuprate,69,2007,,arxiv:cond-mat/0701721,false
YBa2Cu3O6.67,,cuprate,66,2007,,arxiv:0706.2882,false
YBa2Cu3O6+x,,cuprate,65,2007,,arxiv:0711.2494,true
YBa2(Cu0.98Zn0.02)3O7-δ,,cuprate,64,2007,,arxiv:0710.2217,false
YBa2Cu3O6.60,,cuprate,62.5,2007,,arxiv:0706.2882,false
YBa2Cu3O6+x,,cuprate,60,2007,,arxiv:0711.2494,false
YBa2Cu3Oy,,cuprate,60,2007,,arxiv:0707.2497,false
YBa2Cu3O6+x,,cuprate,59,2007,,arxiv:0711.2494,true
YBa2Cu3O6.57,,cuprate,59,2007,,arxiv:0706.2882,false
YBa2Cu3O7-δ,,cuprate,58,2007,,arxiv:0707.2484,false
Y0.7Pr0.3Ba2Cu3O7-δ,,cuprate,57.97,2007,,arxiv:0711.2257,false
YBa2Cu3O6.6,,cuprate,57,2007,0,arxiv:0710.3737,false
Y0.7Pr0.3Ba2Cu3O7-δ,,cuprate,56.79,2007,,arxiv:0711.2257,false
Y0.7Pr0.3Ba2Cu3O7-δ,,cuprate,55.5,2007,,arxiv:0710.5053,false
Y0.7Pr0.3Ba2Cu3O7-δ,,cuprate,55.41,2007,,arxiv:0710.5053,false
Ba2Ca3Cu4O8F2,,cuprate,55,2007,,arxiv:0705.1472,false
Y0.7Pr0.3Ba2Cu3O7-δ,,cuprate,54.4,2007,,arxiv:0710.5053,false
Y0.7Pr0.3Ba2Cu3O7-δ,,cuprate,54.3,2007,,arxiv:0710.5053,false
YBa2Cu3O7-δ,,cuprate,52,2007,,arxiv:0710.2459,false
Y1-xPrxBa2Cu3O7-δ,,cuprate,50,2007,,arxiv:0709.4267,false
RuSr2GdCu2O8,,cuprate,50,2007,0,arxiv:cond-mat/0702078,false
YBa2Cu3O6.45,,cuprate,48,2007,,arxiv:0712.2465,false
La2-xSrxCuO4,,cuprate,48,2007,,arxiv:0711.0480,false
Y0.6Pr0.4Ba2Cu3O7-delta,,cuprate,44.8,2007,,arxiv:0711.2257,false
Y0.6Pr0.4Ba2Cu3O7-delta,,cuprate,44.63,2007,,arxiv:0711.2257,false
Y0.6Pr0.4Ba2Cu3O7-delta,,cuprate,43.25,2007,,arxiv:0711.2257,false
Sr0.90La0.10CuO2,,cuprate,42,2007,,arxiv:0710.0773,false
Sr0.85La0.15CuO2,,cuprate,42,2007,,arxiv:0710.0773,false
Sr0.875La0.125CuO2,,cuprate,42,2007,,arxiv:0710.0773,false
YBa2Cu3O7-δ,,cuprate,41.5,2007,,arxiv:0710.2459,false
(Pb)Bi2201,,cuprate,40,2007,,arxiv:0707.1755,false
Y0.6Pr0.4Ba2Cu3O7-delta,,cuprate,40,2007,0,arxiv:cond-mat/0703761,false
Mg^11B2,,mgb2,39,2007,,arxiv:0709.0618,false
La1.86Sr0.14CuO4,,cuprate,38.9,2007,,arxiv:0710.4184,false
La1.85Sr0.15CuO4,,cuprate,38,2007,0,arxiv:0704.0694,false
Y0.55Pr0.45Ba2Cu3O7-δ,,cuprate,36.5,2007,,arxiv:0711.2257,false
La1.855Sr0.145CuO4,,cuprate,36,2007,,arxiv:0708.2333,false
RuSr2EuCu2O8,,cuprate,36,2007,,arxiv:cond-mat/0702040,true
RuSr2EuCu2O8,,cuprate,36,2007,,arxiv:cond-mat/0702040,false
La1.84Sr0.16CuO4,,cuprate,35.5,2007,,arxiv:0710.4184,false
Y0.55Pr0.45Ba2Cu3O7-δ,,cuprate,35.12,2007,,arxiv:0711.2257,false
La2-xSrxCuO4,,cuprate,35,2007,,arxiv:0707.0551,false
Tl2Ba2CuO6+δ,,cuprate,35,2007,,arxiv:0708.2086,false
La1.82Sr0.18CuO4,,cuprate,34.5,2007,,arxiv:0710.4184,false
La1.83Sr0.17CuO4,,cuprate,34.4,2007,,arxiv:0710.4184,false
Y1-xPrxBa2Cu3O7-δ,,cuprate,34,2007,,arxiv:0709.4267,false
La1.88Sr0.12CuO4,,cuprate,33.7,2007,,arxiv:0710.4184,false
Y0.55Pr0.45Ba2Cu3O7-δ,,cuprate,33.01,2007,,arxiv:0710.5053,false
La1.80Sr0.20CuO4,,cuprate,32.4,2007,,arxiv:0710.4184,false
Tl2Ba2CuO6+δ,,cuprate,32,2007,,arxiv:0708.2086,false
La1.85Sr0.15CuO4,,cuprate,31.6,2007,,arxiv:0710.4184,false
Y0.55Pr0.45Ba2Cu3O7-δ,,cuprate,31.2,2007,,arxiv:0710.5053,false
La1.92Sr0.08CuO4,,cuprate,31.1,2007,,arxiv:0704.1425,false
La1.83Sr0.17CuO4,,cuprate,31,2007,,arxiv:0710.4104,false
La1.895Sr0.105CuO4,,cuprate,30,2007,,arxiv:0708.2333,false
Ru0.9Ir0.1Sr2GdCu2O8,,cuprate,30,2007,0,arxiv:cond-mat/0702078,false
Bi2-yPbySr2-xLaxCuO6+δ,,cuprate,30,2007,,arxiv:cond-mat/0702549,false
La2-xSrxCuO4,,cuprate,30,2007,,arxiv:0707.0551,false
YBa2Cu3O7-δ,,cuprate,30,2007,0,arxiv:0710.3737,false
YBa2Cu3Oy,,cuprate,30,2007,,arxiv:0707.2497,false
La2-xSrxCuO4,,cuprate,29,2007,,arxiv:0707.0551,false
La2-xCexCuO4,,cuprate,29,2007,,arxiv:0709.2853,false
La2-xBaxCuO4,,cuprate,29,2007,,arxiv:0712.3832,false
La1.90Sr0.10CuO4,,cuprate,28.6,2007,,arxiv:0710.5766,false
La1.90Sr0.10CuO4,,cuprate,28.2,2007,,arxiv:0710.4184,false
La(1.875)Ba(0.125)CuO(4),,cuprate,28,2007,,arxiv:cond-mat/0703357,false
La1.82Sr0.18CuO4,,cuprate,27.9,2007,,arxiv:0710.4184,false
La1.82Sr0.18CuO4,,cuprate,27.8,2007,,arxiv:0710.4184,false
La1.81Sr0.19CuO4,,cuprate,26.7,2007,,arxiv:0710.4184,false
Ca2-xNaxCuO2Cl2,,cuprate,26.5,2007,,arxiv:0708.3728,false
La1.78Sr0.22CuO4,,cuprate,26,2007,,arxiv:0706.4464,false
La1.425Nd0.4Sr0.175CuO4,,cuprate,25,2007,0,arxiv:cond-mat/0703648,false
Nd2-xCexCuO4,,cuprate,25,2007,,arxiv:0707.4348,true
Nd1.85Ce0.15CuO4,,cuprate,25,2007,,arxiv:cond-mat/0703256,true
La2-xSrxCuO4,,cuprate,25,2007,,arxiv:0707.0551,false
YBa2Cu3O6.6,,cuprate,25,2007,0,arxiv:0710.3737,false
La1.75Sr0.25CuO4,,cuprate,24.1,2007,,arxiv:0704.1425,false
Pr1.85Ce0.15CuO4,,cuprate,24,2007,,arxiv:0704.0453,true
Pr0.88LaCe0.12CuO4-d,,cuprate,24,2007,,arxiv:0708.2326,true
Y0.5Pr0.5Ba2Cu3O7-δ,,cuprate,23.12,2007,,arxiv:0711.2257,false
La1.92Sr0.08CuO4,,cuprate,22.8,2007,,arxiv:0704.1425,false
Pr1.85Ce0.15CuO4,,cuprate,22.5,2007,,arxiv:0711.4089,true
Sm1.85Ce0.15CuO4,,cuprate,22,2007,,arxiv:0705.1638,false
Pr1.85Ce0.15CuO4,,cuprate,21.5,2007,,arxiv:0711.4089,true
Pr1.85Ce0.15CuO4,,cuprate,21.3,2007,,arxiv:0707.0523,false
RuSr2EuCu2O8,,cuprate,21,2007,,arxiv:cond-mat/0702040,false
Pr0.88LaCe0.12CuO4-d,,cuprate,21,2007,,arxiv:cond-mat/0703256,true
Sm1.85Ce0.15CuO4,,cuprate,20.2,2007,,arxiv:cond-mat/0701455,false
Y0.5Pr0.5Ba2Cu3O7-δ,,cuprate,20.16,2007,,arxiv:0711.2257,false
La2-xSrxCuO4,,cuprate,20,2007,,arxiv:0707.0551,false
Sm1.855Ce0.145CuO4,,cuprate,20,2007,,arxiv:0705.4217,false
Pr2Ba4Cu7O15-δ,,cuprate,20,2007,,arxiv:cond-mat/0701160,true
La2-xBaxCuO4,,cuprate,20,2007,,arxiv:0712.3832,false
Tl2Ba2CuO6+δ,,cuprate,20,2007,,arxiv:0708.2086,false
La1.75Sr0.25CuO4,,cuprate,19.9,2007,,arxiv:0704.1425,false
Pr2-xCexCuO4,,cuprate,19,2007,,arxiv:cond-mat/0702091,false
PuCoGa5,,heavy_fermion,18.25,2007,,arxiv:0706.4367,false
YBa2Cu3O6.35,,cuprate,18,2007,,arxiv:0704.2739,true
La1.93Sr0.07CuO4,,cuprate,18,2007,,arxiv:0710.4184,false
La1.45Nd0.4Sr0.15CuO4,,cuprate,17.8,2007,0,arxiv:cond-mat/0703648,false
Sm1.845Ce0.155CuO4,,cuprate,17.5,2007,,arxiv:0705.4217,false
Pr0.85LaCe0.15CuO4,,cuprate,17,2007,,arxiv:cond-mat/0703256,true
Pr2-xCexCuO4,,cuprate,17,2007,,arxiv:cond-mat/0702091,false
Tl2Ba2CuO6+δ,,cuprate,17,2007,,arxiv:0708.1666,false
Pr1.84Ce0.16CuO4,,cuprate,16.9,2007,,arxiv:0707.0523,false
La(1.875)Ba(0.125)CuO(4),,cuprate,16.3,2007,,arxiv:cond-mat/0703357,false
LuNi2B2C,,borocarbide,16.2,2007,,arxiv:cond-mat/0702509,false
Pr2-xCexCuO4,,cuprate,16,2007,,arxiv:cond-mat/0702091,false
YNi2B2C,,borocarbide,15.2,2007,,arxiv:cond-mat/0702509,false
PuCoGa5,,heavy_fermion,15,2007,,arxiv:0706.4367,false
NbN,,conventional,15,2007,,arxiv:0705.4375,true
La1.85Y0.15CuO4,,cuprate,15,2007,,arxiv:cond-mat/0703643,false
Tl2Ba2CuO6+δ,,cuprate,15,2007,,arxiv:0708.2086,false
Y0.45Pr0.55Ba2Cu3O7-δ,,cuprate,14.4,2007,,arxiv:0711.2257,false
Pr1.83Ce0.17CuO4,,cuprate,14,2007,,arxiv:0707.0523,false
La1.875Y0.125CuO4,,cuprate,14,2007,,arxiv:cond-mat/0703643,false
La1.80Y0.20CuO4,,cuprate,14,2007,,arxiv:cond-mat/0703643,false
La1.85Y0.15CuO4,,cuprate,13.5,2007,,arxiv:cond-mat/0703643,false
La2C3,,conventional,13.4,2007,,arxiv:cond-mat/0703279,false
Pr0.85LaCe0.15CuO4,,cuprate,13,2007,,arxiv:cond-mat/0703256,true
Pr2-xCexCuO4,,cuprate,13,2007,,arxiv:cond-mat/0702091,false
Pr2Ba4Cu7O15-δ,,cuprate,13,2007,,arxiv:0707.2180,false
CaLi2,,Other,13,2007,40,arxiv:0708.2117,false
LiB,,Other,12.5,2007,,arxiv:cond-mat/0701199,true
κ-(ET)2Cu[N(CN)2]Br,,organic,12.25,2007,0,arxiv:cond-mat/0703673,false
La1.875Y0.125CuO4,,cuprate,12,2007,,arxiv:cond-mat/0703643,false
La1.80Y0.20CuO4,,cuprate,12,2007,,arxiv:cond-mat/0703643,false
La1.90Y0.10CuO4,,cuprate,12,2007,,arxiv:cond-mat/0703643,false
La2-xCexCuO4,,cuprate,12,2007,,arxiv:0709.2853,false
CaLi2,,Other,12,2007,40,arxiv:0708.2117,false
Pr2-xCexCuO4,,cuprate,11.8,2007,,arxiv:0708.1018,false
NbN,,conventional,11.6,2007,,arxiv:0709.0709,false
NbN,,conventional,11.4,2007,,arxiv:cond-mat/0702106,true
CaC6,,conventional,11.4,2007,,arxiv:0708.0921,true
NbN,,conventional,11.3,2007,,arxiv:0709.0709,false
CaC6,,conventional,11.3,2007,,arxiv:0708.0921,false
La1.5Nd0.4Sr0.1CuO4,,cuprate,11,2007,0,arxiv:cond-mat/0703648,false
NbN,,conventional,11,2007,,arxiv:0705.4375,true
Pr2-xCexCuO4,,cuprate,11,2007,,arxiv:cond-mat/0702091,false
Pr0.88LaCe0.12CuO4-d,,cuprate,11,2007,,arxiv:0705.4424,false
Pr1.87Ce0.13CuO4,,cuprate,10.8,2007,,arxiv:0707.0523,false
NbN,,conventional,10.6,2007,,arxiv:cond-mat/0702461,false
Pr1.81Ce0.19CuO4,,cuprate,10.4,2007,,arxiv:0707.0523,false
La1.90Y0.10CuO4,,cuprate,10,2007,,arxiv:cond-mat/0703643,false
KOs2O6,,conventional,9.6,2007,,arxiv:0704.0529,false
κ-(ET)2Cu(NCS)2,,organic,9.56,2007,0,arxiv:cond-mat/0703673,false
Nb,,elemental,9.5,2007,,arxiv:0708.0205,false
Mg^11B2,,mgb2,9.1,2007,,arxiv:0709.0618,false
κ-(BEDT-TTF)2Cu(NCS)2,,organic,9.1,2007,,arxiv:0706.3584,false
KOs2O6,,conventional,9,2007,,arxiv:0705.2615,false
Mg^11B2,,mgb2,8.5,2007,,arxiv:0709.0618,false
HoNi2B2C,,borocarbide,8.5,2007,,arxiv:0705.3405,false
Nb,,elemental,8.5,2007,,arxiv:0710.2459,false
YBCO6.334,,cuprate,8.4,2007,,arxiv:0706.0327,false
LaPt4Ge12,,Other,8.27,2007,,arxiv:0710.1413,false
Nb,,elemental,8.26,2007,,arxiv:cond-mat/0701271,false
Sc,,Other,8.2,2007,74.2,arxiv:cond-mat/0703730,false
Nb,,elemental,8.16,2007,,arxiv:cond-mat/0701271,false
Nb,,elemental,8,2007,,arxiv:cond-mat/0702461,false
Pr2-xCexCuO4,,cuprate,8,2007,,arxiv:cond-mat/0702091,false
PrPt4Ge12,,heavy_fermion,7.91,2007,,arxiv:0710.1413,false
